country_or_area,year,value,category
USA,1992,47427.6621761866,hfcs
USA,1991,41618.4135880141,hfcs
USA,1990,46288.8141837174,hfcs
Australia,2014,98076.1094012298,ch4
Australia,2013,99857.2046257045,ch4
Australia,2012,100796.838744057,ch4
Australia,2011,101085.537856825,ch4
Australia,2010,99447.7301587771,ch4
Australia,2009,101886.833298172,ch4
Australia,2008,103119.546054012,ch4
Australia,2007,105174.667801721,ch4
Australia,2006,104842.389866471,ch4
Australia,2005,105887.562988773,ch4
Australia,2004,103839.210857312,ch4
Australia,2003,102574.207809969,ch4
Australia,2002,108309.143527509,ch4
Australia,2001,110301.733954324,ch4
Australia,2000,111520.30955229,ch4
Australia,1999,107889.224971323,ch4
Australia,1998,111427.929805769,ch4
Australia,1997,111898.854748974,ch4
Australia,1996,109185.337719811,ch4
Australia,1995,109900.73511074,ch4
Australia,1994,110997.410185432,ch4
Australia,1993,113837.511922865,ch4
Australia,1992,116837.506725638,ch4
Australia,1991,117744.641813952,ch4
Australia,1990,118768.837813046,ch4
Austria,2014,6623.26575609826,ch4
Austria,2013,6757.49040393774,ch4
Austria,2012,6855.14146713985,ch4
Austria,2011,6976.4185527369,ch4
Austria,2010,7182.81642989029,ch4
Austria,2009,7294.26454612192,ch4
Austria,2008,7399.36170474204,ch4
Austria,2007,7543.05254605889,ch4
Austria,2006,7667.62887171686,ch4
Austria,2005,7809.61517623385,ch4
Austria,2004,8048.71230791888,ch4
Austria,2003,8061.20581192959,ch4
Austria,2002,8134.08033600044,ch4
Austria,2001,8284.30053880387,ch4
Austria,2000,8466.36607055548,ch4
Austria,1999,8645.17625546572,ch4
Austria,1998,8831.33145263719,ch4
Austria,1997,9011.5170626983,ch4
Austria,1996,9382.92563351546,ch4
Austria,1995,9674.04958955657,ch4
Austria,1994,9775.85779162528,ch4
Austria,1993,10073.8331987497,ch4
Austria,1992,10164.7486767199,ch4
Austria,1991,10462.0961886329,ch4
Austria,1990,10598.5663608928,ch4
Belarus,2014,18599.1790231,ch4
Belarus,2013,18724.358966775,ch4
Belarus,2012,17461.76738625,ch4
Belarus,2011,17499.477159075,ch4
Belarus,2010,17109.267876475,ch4
Belarus,2009,17118.031159325,ch4
Belarus,2008,16240.159787875,ch4
Belarus,2007,15646.7932469,ch4
Belarus,2006,15450.078575575,ch4
Belarus,2005,14727.0600536,ch4
Belarus,2004,14331.37019635,ch4
Belarus,2003,13734.63191955,ch4
Belarus,2002,12705.355449575,ch4
Belarus,2001,12799.02585625,ch4
Belarus,2000,12922.696280275,ch4
Belarus,1999,13212.4624856,ch4
Belarus,1998,13540.2447086,ch4
Belarus,1997,13578.265278075,ch4
Belarus,1996,13672.8220222,ch4
Belarus,1995,13611.075969575,ch4
Belarus,1994,14331.807082625,ch4
Belarus,1993,15583.1133978,ch4
Belarus,1992,16295.4361922,ch4
Belarus,1991,17258.1344516,ch4
Belarus,1990,17944.369142475,ch4
Belgium,2014,8047.55231617697,ch4
Belgium,2013,8098.24899175734,ch4
Belgium,2012,8235.73548496177,ch4
Belgium,2011,8369.07132160191,ch4
Belgium,2010,8624.50488186377,ch4
Belgium,2009,8668.57366813667,ch4
Belgium,2008,8736.79424403213,ch4
Belgium,2007,8947.75520960759,ch4
Belgium,2006,8982.9819255679,ch4
Belgium,2005,9074.7690780932,ch4
Belgium,2004,9318.58072048247,ch4
Belgium,2003,9372.46837983159,ch4
Belgium,2002,9956.50085913143,ch4
Belgium,2001,10386.2529605796,ch4
Belgium,2000,10827.0045628699,ch4
Belgium,1999,11265.277849541,ch4
Belgium,1998,11524.999684482,ch4
Belgium,1997,11689.8989430417,ch4
Belgium,1996,11802.0818337339,ch4
Belgium,1995,11947.6381787851,ch4
Belgium,1994,11867.0166000478,ch4
Belgium,1993,11838.3033737107,ch4
Belgium,1992,11886.3497152747,ch4
Belgium,1991,11999.377565637,ch4
Belgium,1990,12040.1810478487,ch4
Bulgaria,2014,7420.5096990517,ch4
Bulgaria,2013,7526.88575101646,ch4
Bulgaria,2012,7643.91941086577,ch4
Bulgaria,2011,8015.19767643603,ch4
Bulgaria,2010,7782.63795680577,ch4
Bulgaria,2009,7794.83836774708,ch4
Bulgaria,2008,8164.02518762776,ch4
Bulgaria,2007,8389.98329896053,ch4
Bulgaria,2006,8446.72532215926,ch4
Bulgaria,2005,8720.07593547376,ch4
Bulgaria,2004,9476.23778253349,ch4
Bulgaria,2003,10063.7203689356,ch4
Bulgaria,2002,9374.21254846974,ch4
Bulgaria,2001,9491.66889604972,ch4
Bulgaria,2000,10189.3400582433,ch4
Bulgaria,1999,10347.0350775991,ch4
Bulgaria,1998,10886.0585680953,ch4
Bulgaria,1997,11500.6452771229,ch4
Bulgaria,1996,11936.1665164785,ch4
Bulgaria,1995,12051.2105618057,ch4
Bulgaria,1994,12003.0873409571,ch4
Bulgaria,1993,13764.491318609,ch4
Bulgaria,1992,14869.2959926006,ch4
Bulgaria,1991,15313.2688547055,ch4
Bulgaria,1990,16430.8375650653,ch4
Canada,2014,108436.716890674,ch4
Canada,2013,107063.129352267,ch4
Canada,2012,105633.624841341,ch4
Canada,2011,103884.67007464,ch4
Canada,2010,103730.441039052,ch4
Canada,2009,106149.435212774,ch4
Canada,2008,110540.258265441,ch4
Canada,2007,113213.994030922,ch4
Canada,2006,115516.052739182,ch4
Canada,2005,116434.331258317,ch4
Canada,2004,117419.386086716,ch4
Canada,2003,116809.277477492,ch4
Canada,2002,117504.637070844,ch4
Canada,2001,119920.258788481,ch4
Canada,2000,120724.87183077,ch4
Canada,1999,120592.533776685,ch4
Canada,1998,120647.45834463,ch4
Canada,1997,118988.193047761,ch4
Canada,1996,116885.460266137,ch4
Canada,1995,113111.078283263,ch4
Canada,1994,108917.321071169,ch4
Canada,1993,105204.361166736,ch4
Canada,1992,101927.841562881,ch4
Canada,1991,97516.5116855337,ch4
Canada,1990,95378.2519424985,ch4
Croatia,2014,3080.40853019068,ch4
Croatia,2013,3129.72543393844,ch4
Croatia,2012,3167.14806901099,ch4
Croatia,2011,3230.31536846447,ch4
Croatia,2010,3243.5128716914,ch4
Croatia,2009,3214.901482772,ch4
Croatia,2008,3153.40276223641,ch4
Croatia,2007,3114.80205676473,ch4
Croatia,2006,3100.59041226758,ch4
Croatia,2005,3029.46175248614,ch4
Croatia,2004,3061.84419542201,ch4
Croatia,2003,2936.87051081454,ch4
Croatia,2002,2838.3026167308,ch4
Croatia,2001,2844.14784113738,ch4
Croatia,2000,2785.33822318065,ch4
Croatia,1999,2847.59085469199,ch4
Croatia,1998,2866.64655382612,ch4
Croatia,1997,2908.31403017727,ch4
Croatia,1996,2968.51300596132,ch4
Croatia,1995,2986.63717495509,ch4
Croatia,1994,3034.34843612463,ch4
Croatia,1993,3260.04156278717,ch4
Croatia,1992,3227.33608899515,ch4
Croatia,1991,3625.91574246337,ch4
Croatia,1990,3770.71776073763,ch4
Cyprus,2014,923.95729815,ch4
Cyprus,2013,918.03627175,ch4
Cyprus,2012,937.200815325,ch4
Cyprus,2011,962.211507475,ch4
Cyprus,2010,943.41757105,ch4
Cyprus,2009,921.274583825,ch4
Cyprus,2008,919.096319925,ch4
Cyprus,2007,915.518720925,ch4
Cyprus,2006,894.0424515,ch4
Cyprus,2005,894.24997675,ch4
Cyprus,2004,914.7121712975,ch4
Cyprus,2003,917.7058670025,ch4
Cyprus,2002,921.2514937525,ch4
Cyprus,2001,887.6023426025,ch4
Cyprus,2000,847.453418015,ch4
Cyprus,1999,831.09081945,ch4
Cyprus,1998,830.2704043625,ch4
Cyprus,1997,826.651706795,ch4
Cyprus,1996,819.0833783575,ch4
Cyprus,1995,797.53350701,ch4
Cyprus,1994,773.1755828925,ch4
Cyprus,1993,761.6780691625,ch4
Cyprus,1992,733.57027363,ch4
Cyprus,1991,704.35598565,ch4
Cyprus,1990,693.566622225,ch4
Czech Republic,2014,13491.7350801132,ch4
Czech Republic,2013,13435.2557834496,ch4
Czech Republic,2012,14086.0926559991,ch4
Czech Republic,2011,14017.0357351339,ch4
Czech Republic,2010,13992.577303959,ch4
Czech Republic,2009,13800.6277577976,ch4
Czech Republic,2008,14227.763705649,ch4
Czech Republic,2007,13800.5707318147,ch4
Czech Republic,2006,14265.958595564,ch4
Czech Republic,2005,14032.8320191286,ch4
Czech Republic,2004,13662.7252004331,ch4
Czech Republic,2003,14100.163381463,ch4
Czech Republic,2002,14091.9237338679,ch4
Czech Republic,2001,14582.6966713551,ch4
Czech Republic,2000,14896.9598528393,ch4
Czech Republic,1999,15771.0192915883,ch4
Czech Republic,1998,16431.8822443428,ch4
Czech Republic,1997,17105.0797387672,ch4
Czech Republic,1996,17564.9120993273,ch4
Czech Republic,1995,17744.9425854554,ch4
Czech Republic,1994,18086.8290768361,ch4
Czech Republic,1993,19226.5899303059,ch4
Czech Republic,1992,20139.1599524718,ch4
Czech Republic,1991,21607.1754215005,ch4
Czech Republic,1990,23315.0467690008,ch4
Denmark,2014,7362.96580142096,ch4
Denmark,2013,7380.66591211233,ch4
Denmark,2012,7484.69780241921,ch4
Denmark,2011,7642.00247598388,ch4
Denmark,2010,7786.91504181373,ch4
Denmark,2009,7736.95119835375,ch4
Denmark,2008,7888.33361672816,ch4
Denmark,2007,8033.11864277544,ch4
Denmark,2006,8038.39858566613,ch4
Denmark,2005,8148.66665814821,ch4
Denmark,2004,8392.88343058255,ch4
Denmark,2003,8547.44503107124,ch4
Denmark,2002,8534.70873161076,ch4
Denmark,2001,8611.9154571632,ch4
Denmark,2000,8355.10829286277,ch4
Denmark,1999,8465.65156344192,ch4
Denmark,1998,8572.25402920572,ch4
Denmark,1997,8506.80196089025,ch4
Denmark,1996,8608.32097420401,ch4
Denmark,1995,8497.61328401879,ch4
Denmark,1994,8437.69390271024,ch4
Denmark,1993,8570.9152817898,ch4
Denmark,1992,8364.64610116621,ch4
Denmark,1991,8279.66224670937,ch4
Denmark,1990,8082.7076134516,ch4
Estonia,2014,1102.37331637054,ch4
Estonia,2013,1132.68979885955,ch4
Estonia,2012,1143.20507646736,ch4
Estonia,2011,1134.03455551706,ch4
Estonia,2010,1182.87076894973,ch4
Estonia,2009,1168.36839941857,ch4
Estonia,2008,1213.6813667467,ch4
Estonia,2007,1223.38046026192,ch4
Estonia,2006,1192.14620738161,ch4
Estonia,2005,1209.49974865901,ch4
Estonia,2004,1247.51885004831,ch4
Estonia,2003,1233.42072726444,ch4
Estonia,2002,1229.78306528844,ch4
Estonia,2001,1278.59546226988,ch4
Estonia,2000,1237.38661811289,ch4
Estonia,1999,1197.48060973097,ch4
Estonia,1998,1280.35522131878,ch4
Estonia,1997,1318.57002819266,ch4
Estonia,1996,1265.14393763371,ch4
Estonia,1995,1246.81186955066,ch4
Estonia,1994,1287.76549159454,ch4
Estonia,1993,1349.78969025339,ch4
Estonia,1992,1585.1281387907,ch4
Estonia,1991,1825.52131402923,ch4
Estonia,1990,1912.19338766312,ch4
Finland,2014,5016.97475927124,ch4
Finland,2013,5122.63476634708,ch4
Finland,2012,5264.87608155703,ch4
Finland,2011,5306.52535118825,ch4
Finland,2010,5487.22228155129,ch4
Finland,2009,5404.95544159765,ch4
Finland,2008,5460.81837555993,ch4
Finland,2007,5591.48730557558,ch4
Finland,2006,5731.23824153894,ch4
Finland,2005,5659.29231113621,ch4
Finland,2004,5907.35786486111,ch4
Finland,2003,6092.65311451928,ch4
Finland,2002,6301.45349814581,ch4
Finland,2001,6519.02653867057,ch4
Finland,2000,6661.09848014005,ch4
Finland,1999,6911.88870684184,ch4
Finland,1998,7062.38153640282,ch4
Finland,1997,7308.33510699067,ch4
Finland,1996,7392.08120336162,ch4
Finland,1995,7469.55919015096,ch4
Finland,1994,7674.10373712289,ch4
Finland,1993,7707.9832414101,ch4
Finland,1992,7669.45024354611,ch4
Finland,1991,7714.30236241026,ch4
Finland,1990,7744.71648814565,ch4
France,2014,59761.9528472267,ch4
France,2013,59044.2244613822,ch4
France,2012,60127.5132193103,ch4
France,2011,61629.4557619662,ch4
France,2010,62525.8673176549,ch4
France,2009,62891.0095101663,ch4
France,2008,64028.1148182801,ch4
France,2007,63982.0876839439,ch4
France,2006,64334.0646145919,ch4
France,2005,64648.9662937465,ch4
France,2004,65595.1706935046,ch4
France,2003,67193.6740593953,ch4
France,2002,68554.5511011781,ch4
France,2001,69813.1366322753,ch4
France,2000,70804.6629751047,ch4
France,1999,69712.1789585953,ch4
France,1998,69651.4999955398,ch4
France,1997,69337.9969309813,ch4
France,1996,70531.7294337273,ch4
France,1995,71037.5972489191,ch4
France,1994,70218.6948335419,ch4
France,1993,70105.2675441496,ch4
France,1992,69655.999402699,ch4
France,1991,69716.5189421919,ch4
France,1990,68916.2451844809,ch4
Germany,2014,55527.8634424139,ch4
Germany,2013,56975.0838315538,ch4
Germany,2012,57647.4129377664,ch4
Germany,2011,56966.4720171698,ch4
Germany,2010,58092.1746036375,ch4
Germany,2009,58947.976950009,ch4
Germany,2008,61206.5919907347,ch4
Germany,2007,62176.4396182939,ch4
Germany,2006,64446.0125643471,ch4
Germany,2005,68393.115093358,ch4
Germany,2004,71621.0265587495,ch4
Germany,2003,76675.5132245103,ch4
Germany,2002,80070.7211145719,ch4
Germany,2001,83997.3104199,ch4
Germany,2000,87647.831055257,ch4
Germany,1999,91950.884989181,ch4
Germany,1998,92582.8263981802,ch4
Germany,1997,97821.4079091795,ch4
Germany,1996,102065.899968129,ch4
Germany,1995,104722.349111503,ch4
Germany,1994,106948.196214421,ch4
Germany,1993,110830.331560082,ch4
Germany,1992,110261.119707033,ch4
Germany,1991,113697.661601505,ch4
Germany,1990,119234.769548572,ch4
Greece,2014,11086.1359200325,ch4
Greece,2013,11155.0325268011,ch4
Greece,2012,11249.2097049828,ch4
Greece,2011,11378.9058333308,ch4
Greece,2010,11540.6404313943,ch4
Greece,2009,11340.9690478372,ch4
Greece,2008,11496.7293651832,ch4
Greece,2007,11542.2810575399,ch4
Greece,2006,11739.036949799,ch4
Greece,2005,11646.3345602405,ch4
Greece,2004,11640.4033662938,ch4
Greece,2003,11651.6730121343,ch4
Greece,2002,11754.7634307252,ch4
Greece,2001,11764.2791122408,ch4
Greece,2000,12816.9911994903,ch4
Greece,1999,13048.393384033,ch4
Greece,1998,13077.547365796,ch4
Greece,1997,12860.5150592604,ch4
Greece,1996,12984.3026861401,ch4
Greece,1995,12830.0078211275,ch4
Greece,1994,12710.7969355586,ch4
Greece,1993,12589.3614976901,ch4
Greece,1992,12598.7072283314,ch4
Greece,1991,12513.6486135472,ch4
Greece,1990,12534.1245971224,ch4
Hungary,2014,7613.96898517364,ch4
Hungary,2013,7618.50037046322,ch4
Hungary,2012,7824.92080876326,ch4
Hungary,2011,7821.16627134829,ch4
Hungary,2010,8036.88485856424,ch4
Hungary,2009,8090.37983725947,ch4
Hungary,2008,8251.38147841946,ch4
Hungary,2007,8307.57942063685,ch4
Hungary,2006,8350.81925965161,ch4
Hungary,2005,8443.37560580961,ch4
Hungary,2004,8603.56236475025,ch4
Hungary,2003,9131.88807344021,ch4
Hungary,2002,9011.49654010019,ch4
Hungary,2001,8897.43012339844,ch4
Hungary,2000,8957.81834187386,ch4
Hungary,1999,8998.22978445531,ch4
Hungary,1998,8933.20819016801,ch4
Hungary,1997,9026.81757363921,ch4
Hungary,1996,9165.18686943856,ch4
Hungary,1995,9034.22661974485,ch4
Hungary,1994,9389.62326133879,ch4
Hungary,1993,9872.85733548455,ch4
Hungary,1992,10397.6966584347,ch4
Hungary,1991,11674.0240070414,ch4
Hungary,1990,11967.2425194782,ch4
Iceland,2014,592.490097771568,ch4
Iceland,2013,546.326289750485,ch4
Iceland,2012,545.986934743431,ch4
Iceland,2011,565.841700268254,ch4
Iceland,2010,583.726825693513,ch4
Iceland,2009,583.347081095975,ch4
Iceland,2008,586.608688711014,ch4
Iceland,2007,591.161640049857,ch4
Iceland,2006,589.048342642654,ch4
Iceland,2005,561.803561420248,ch4
Iceland,2004,566.075195778504,ch4
Iceland,2003,564.314880165058,ch4
Iceland,2002,566.717838493313,ch4
Iceland,2001,570.077976632161,ch4
Iceland,2000,558.843790318998,ch4
Iceland,1999,566.017907213725,ch4
Iceland,1998,560.855414397848,ch4
Iceland,1997,548.487618181255,ch4
Iceland,1996,548.365598128893,ch4
Iceland,1995,540.029936360099,ch4
Iceland,1994,543.438194954868,ch4
Iceland,1993,532.44604072678,ch4
Iceland,1992,522.840391711536,ch4
Iceland,1991,516.622937656656,ch4
Iceland,1990,521.754007975608,ch4
Ireland,2014,13433.3537485563,ch4
Ireland,2013,13224.5004360501,ch4
Ireland,2012,12891.0378919229,ch4
Ireland,2011,12594.3956182384,ch4
Ireland,2010,12632.7938618075,ch4
Ireland,2009,12870.7448590899,ch4
Ireland,2008,13206.6583127526,ch4
Ireland,2007,13363.2696736717,ch4
Ireland,2006,13992.2282630042,ch4
Ireland,2005,13980.9114900362,ch4
Ireland,2004,14248.8484604593,ch4
Ireland,2003,15178.8735598674,ch4
Ireland,2002,14525.9879348916,ch4
Ireland,2001,14585.9758649374,ch4
Ireland,2000,14532.2025177425,ch4
Ireland,1999,15104.358411834,ch4
Ireland,1998,15593.8882772154,ch4
Ireland,1997,15348.9427625121,ch4
Ireland,1996,15369.9949793376,ch4
Ireland,1995,15129.7925232797,ch4
Ireland,1994,15111.276023595,ch4
Ireland,1993,15185.062007503,ch4
Ireland,1992,15172.9904306476,ch4
Ireland,1991,15060.9463728375,ch4
Ireland,1990,14881.8267322304,ch4
Italy,2014,43252.0281137566,ch4
Italy,2013,44074.4060266239,ch4
Italy,2012,46521.3334043081,ch4
Italy,2011,46314.0052529268,ch4
Italy,2010,47942.2582321725,ch4
Italy,2009,48435.6439713659,ch4
Italy,2008,49053.2980477557,ch4
Italy,2007,49560.5043849069,ch4
Italy,2006,49344.3616410495,ch4
Italy,2005,50821.1119885594,ch4
Italy,2004,50476.1196194394,ch4
Italy,2003,52723.3992636202,ch4
Italy,2002,53345.4685247307,ch4
Italy,2001,55366.385563849,ch4
Italy,2000,55514.8052878267,ch4
Italy,1999,55371.7154790509,ch4
Italy,1998,55449.6937982996,ch4
Italy,1997,55889.9048270693,ch4
Italy,1996,55293.8708922891,ch4
Italy,1995,54531.9581289499,ch4
Italy,1994,53920.3139635746,ch4
Italy,1993,53531.2373140554,ch4
Italy,1992,53903.3305059745,ch4
Italy,1991,55829.6777542009,ch4
Italy,1990,54530.7700217967,ch4
Japan,2014,35481.8654615459,ch4
Japan,2013,36065.6870031811,ch4
Japan,2012,36452.8171644772,ch4
Japan,2011,37281.6961298776,ch4
Japan,2010,38272.2554555355,ch4
Japan,2009,37169.9662038379,ch4
Japan,2008,38239.0452791275,ch4
Japan,2007,38451.2188340267,ch4
Japan,2006,38194.7591155809,ch4
Japan,2005,38938.2198407023,ch4
Japan,2004,39000.2112346486,ch4
Japan,2003,37561.2962610553,ch4
Japan,2002,39471.6008685318,ch4
Japan,2001,40248.0449840683,ch4
Japan,2000,41474.3035517523,ch4
Japan,1999,41431.0874022745,ch4
Japan,1998,41366.229671637,ch4
Japan,1997,43678.9620385086,ch4
Japan,1996,44503.1722518203,ch4
Japan,1995,45806.8361246506,ch4
Japan,1994,47890.2539354229,ch4
Japan,1993,42802.5676779224,ch4
Japan,1992,48083.2641854464,ch4
Japan,1991,46856.5103039108,ch4
Japan,1990,48582.354583789,ch4
Latvia,2014,2082.2121449712,ch4
Latvia,2013,2010.24333265301,ch4
Latvia,2012,1971.18501563382,ch4
Latvia,2011,1897.76839603949,ch4
Latvia,2010,1949.62204571713,ch4
Latvia,2009,1944.00369228414,ch4
Latvia,2008,1962.60473631884,ch4
Latvia,2007,1967.57532337137,ch4
Latvia,2006,1906.51130709666,ch4
Latvia,2005,1929.4467468179,ch4
Latvia,2004,1871.48610903085,ch4
Latvia,2003,1894.3278431911,ch4
Latvia,2002,1988.24259225888,ch4
Latvia,2001,2011.12796529729,ch4
Latvia,2000,1922.67669825472,ch4
Latvia,1999,1886.83395140844,ch4
Latvia,1998,2020.44763487794,ch4
Latvia,1997,2114.37735818473,ch4
Latvia,1996,2149.65955409861,ch4
Latvia,1995,2195.31337202979,ch4
Latvia,1994,2221.6565284619,ch4
Latvia,1993,2399.58632889774,ch4
Latvia,1992,3127.74322563859,ch4
Latvia,1991,3618.13417296435,ch4
Latvia,1990,3671.25976256575,ch4
Lithuania,2014,3464.71200906324,ch4
Lithuania,2013,3420.26593617902,ch4
Lithuania,2012,3520.2622326953,ch4
Lithuania,2011,3505.33672585866,ch4
Lithuania,2010,3672.49491174983,ch4
Lithuania,2009,3708.3941133046,ch4
Lithuania,2008,3812.12741354936,ch4
Lithuania,2007,3828.72115070059,ch4
Lithuania,2006,3945.65980476589,ch4
Lithuania,2005,3927.75320855396,ch4
Lithuania,2004,3910.36577809041,ch4
Lithuania,2003,3926.60268517467,ch4
Lithuania,2002,3879.03670913168,ch4
Lithuania,2001,3818.39781470549,ch4
Lithuania,2000,3764.72211005541,ch4
Lithuania,1999,3973.11985881798,ch4
Lithuania,1998,4166.8419588454,ch4
Lithuania,1997,4333.212697407,ch4
Lithuania,1996,4357.3847907889,ch4
Lithuania,1995,4396.41137578976,ch4
Lithuania,1994,4532.41401940857,ch4
Lithuania,1993,4970.26928000649,ch4
Lithuania,1992,5540.78729828295,ch4
Lithuania,1991,6680.69092500982,ch4
Lithuania,1990,7006.655486476,ch4
Luxembourg,2014,578.848945492463,ch4
Luxembourg,2013,571.509112734277,ch4
Luxembourg,2012,567.564137037106,ch4
Luxembourg,2011,579.155090022415,ch4
Luxembourg,2010,605.388342437241,ch4
Luxembourg,2009,596.059166166682,ch4
Luxembourg,2008,594.572638988346,ch4
Luxembourg,2007,586.531291471803,ch4
Luxembourg,2006,576.538031763112,ch4
Luxembourg,2005,581.192207700899,ch4
Luxembourg,2004,583.986684151156,ch4
Luxembourg,2003,589.470578516704,ch4
Luxembourg,2002,602.574388214459,ch4
Luxembourg,2001,605.291655699578,ch4
Luxembourg,2000,605.300360457794,ch4
Luxembourg,1999,612.35769256732,ch4
Luxembourg,1998,609.239933612537,ch4
Luxembourg,1997,614.090221562596,ch4
Luxembourg,1996,616.674302794138,ch4
Luxembourg,1995,610.774874533831,ch4
Luxembourg,1994,597.962358421104,ch4
Luxembourg,1993,616.155806059571,ch4
Luxembourg,1992,617.188043702728,ch4
Luxembourg,1991,626.977822312807,ch4
Luxembourg,1990,619.79720020077,ch4
Netherlands,2014,18771.5091659698,ch4
Netherlands,2013,19166.6903667133,ch4
Netherlands,2012,19178.5113761634,ch4
Netherlands,2011,19508.8084072993,ch4
Netherlands,2010,19991.0218467974,ch4
Netherlands,2009,19915.9141671014,ch4
Netherlands,2008,20131.5259390667,ch4
Netherlands,2007,19995.2227035279,ch4
Netherlands,2006,20009.3230427717,ch4
Netherlands,2005,20384.7089056172,ch4
Netherlands,2004,20966.3301413584,ch4
Netherlands,2003,21683.4239486584,ch4
Netherlands,2002,22787.5104119532,ch4
Netherlands,2001,24252.477084595,ch4
Netherlands,2000,25342.1695646155,ch4
Netherlands,1999,26493.871767821,ch4
Netherlands,1998,27791.9754500505,ch4
Netherlands,1997,28986.5752071457,ch4
Netherlands,1996,29941.6368265097,ch4
Netherlands,1995,30736.1230802944,ch4
Netherlands,1994,31549.133256387,ch4
Netherlands,1993,32645.9685900643,ch4
Netherlands,1992,32902.2308650947,ch4
Netherlands,1991,33327.3813536039,ch4
Netherlands,1990,32906.2235822508,ch4
New Zealand,2014,34813.0112773416,ch4
New Zealand,2013,34615.5036357438,ch4
New Zealand,2012,34720.8163742651,ch4
New Zealand,2011,34235.4903194342,ch4
New Zealand,2010,34057.8688418782,ch4
New Zealand,2009,34150.6927827583,ch4
New Zealand,2008,33678.6106062512,ch4
New Zealand,2007,34736.4523815952,ch4
New Zealand,2006,36072.4207586266,ch4
New Zealand,2005,35965.9762878402,ch4
New Zealand,2004,35664.0383589404,ch4
New Zealand,2003,35658.5319752869,ch4
New Zealand,2002,35417.1902201137,ch4
New Zealand,2001,35437.3491194536,ch4
New Zealand,2000,35269.0187216559,ch4
New Zealand,1999,34329.4057171005,ch4
New Zealand,1998,33956.0663275481,ch4
New Zealand,1997,34701.3779378346,ch4
New Zealand,1996,34018.1175394738,ch4
New Zealand,1995,33311.6528910972,ch4
New Zealand,1994,32947.7413897417,ch4
New Zealand,1993,32212.7506471288,ch4
New Zealand,1992,32085.961697341,ch4
New Zealand,1991,32407.4691855982,ch4
New Zealand,1990,32157.5939588451,ch4
Norway,2014,5369.15135574197,ch4
Norway,2013,5341.82845364398,ch4
Norway,2012,5344.4198428745,ch4
Norway,2011,5377.99251864038,ch4
Norway,2010,5522.60840583578,ch4
Norway,2009,5484.38677327953,ch4
Norway,2008,5562.01889713448,ch4
Norway,2007,5717.367617495,ch4
Norway,2006,5587.77961925883,ch4
Norway,2005,5714.28290780002,ch4
Norway,2004,5923.48070514935,ch4
Norway,2003,5977.83268145929,ch4
Norway,2002,5845.22072585589,ch4
Norway,2001,5998.5660170652,ch4
Norway,2000,5966.43807539703,ch4
Norway,1999,5901.22136802298,ch4
Norway,1998,6004.50907130999,ch4
Norway,1997,6202.65308716493,ch4
Norway,1996,6209.68053681859,ch4
Norway,1995,6147.24144232192,ch4
Norway,1994,6257.2327960805,ch4
Norway,1993,6189.09783545494,ch4
Norway,1992,6109.90977258505,ch4
Norway,1991,6021.96448777375,ch4
Norway,1990,6032.67910764945,ch4
Poland,2014,41330.2239177884,ch4
Poland,2013,42357.1053674555,ch4
Poland,2012,42588.0293419857,ch4
Poland,2011,42128.0184540177,ch4
Poland,2010,43166.3688921373,ch4
Poland,2009,42979.9466687696,ch4
Poland,2008,44522.5329455041,ch4
Poland,2007,45463.6886549986,ch4
Poland,2006,46921.4656459648,ch4
Poland,2005,47127.6113666599,ch4
Poland,2004,47387.9725173312,ch4
Poland,2003,48078.1252906339,ch4
Poland,2002,48140.6929560793,ch4
Poland,2001,50166.704126627,ch4
Poland,2000,49402.9453474548,ch4
Poland,1999,51883.1145515131,ch4
Poland,1998,53196.211518049,ch4
Poland,1997,56997.5006137546,ch4
Poland,1996,57780.8910703342,ch4
Poland,1995,58255.2326354076,ch4
Poland,1994,59184.8167449163,ch4
Poland,1993,59798.5582285691,ch4
Poland,1992,60719.2536724422,ch4
Poland,1991,64062.6127156915,ch4
Poland,1990,67064.0400741522,ch4
Portugal,2014,11374.1561796849,ch4
Portugal,2013,11560.465782546,ch4
Portugal,2012,11798.7302349001,ch4
Portugal,2011,12123.974738762,ch4
Portugal,2010,12108.0204084857,ch4
Portugal,2009,12448.6379070819,ch4
Portugal,2008,12553.8952717715,ch4
Portugal,2007,12799.6306415142,ch4
Portugal,2006,13004.4137934613,ch4
Portugal,2005,13508.0444706683,ch4
Portugal,2004,13521.2698686566,ch4
Portugal,2003,13510.7943363221,ch4
Portugal,2002,13270.3197187701,ch4
Portugal,2001,12958.8787386983,ch4
Portugal,2000,12639.4362223485,ch4
Portugal,1999,12743.7715374656,ch4
Portugal,1998,12531.4768578546,ch4
Portugal,1997,12071.4136178801,ch4
Portugal,1996,11866.5224135865,ch4
Portugal,1995,11863.022133925,ch4
Portugal,1994,11493.1647729527,ch4
Portugal,1993,11040.8233937646,ch4
Portugal,1992,11024.9964012123,ch4
Portugal,1991,10834.9303764926,ch4
Portugal,1990,10599.4817581936,ch4
Romania,2014,29101.498838372,ch4
Romania,2013,29191.884198204,ch4
Romania,2012,29612.0449638371,ch4
Romania,2011,29103.712694332,ch4
Romania,2010,29750.669877696,ch4
Romania,2009,31949.2870169765,ch4
Romania,2008,33537.5507405169,ch4
Romania,2007,34257.4868141058,ch4
Romania,2006,35480.8785188678,ch4
Romania,2005,36102.062476496,ch4
Romania,2004,36332.7137709539,ch4
